cycle_id,symbol,start,end,status,n_puts,n_calls,assigned,called_away,premium,option_pnl,stock_pnl,costs,max_margin_lev,max_margin_unlev,put_strike,assign_fsp,assign_date,first_call_spot,min_spot_while_held,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,max_uncovered_at_call,residual_after_call_away,n_call_topups,option_pnl_t,stock_pnl_t,costs_t,total_pnl,sector,duration_days,assignment_gap_pct,drawdown_while_held_pct
17,HDFCBANK,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,126116.25,126116.25,0.0,161.215529675,1143740.0,5718700.0,880.0,0.0,,,,0,0,0,0,0,0,0,126116.25,0.0,161.215529675,125955.034470325,Financial Services,27,,
18,ITC,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,110760.0,110760.0,0.0,144.4590968,1122264.0,5611320.0,180.0,0.0,,,,0,0,0,0,0,0,0,110760.0,0.0,144.4590968,110615.5409032,FMCG,27,,
19,TATASTEEL,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,229101.59999999998,229101.59999999998,0.0,273.59108388799996,1091805.0,5459025.0,280.0,0.0,,,,0,0,0,0,0,0,0,229101.59999999998,0.0,273.59108388799996,228828.00891611198,Metals & Mining,27,,
20,VEDL,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,109725.0,109725.0,0.0,143.32972550000002,1129835.0,5649175.0,85.0,0.0,,,,0,0,0,0,0,0,0,109725.0,0.0,143.32972550000002,109581.6702745,Metals & Mining,27,,
21,JSWSTEEL,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,163254.0,163254.0,0.0,201.73949971999997,1094156.0,5470780.0,170.0,0.0,,,,0,0,0,0,0,0,0,163254.0,0.0,201.73949971999997,163052.26050028,Metals & Mining,27,,
22,TATAMOTORS,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,352173.44,352173.44,0.0,407.8846142592,1133824.0,5669120.0,82.5,0.0,,,,0,0,0,0,0,0,0,352173.44,0.0,407.8846142592,351765.5553857408,Automobile,27,,
23,BAJFINANCE,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,419835.0,419835.0,0.0,481.46785265000005,1139820.0,5699100.0,2850.0,0.0,,,,0,0,0,0,0,0,0,419835.0,0.0,481.46785265000005,419353.53214735,Financial Services,34,,
24,ITC,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,288601.60000000003,288601.60000000003,0.0,338.34601894400004,1202240.0,6011200.0,190.0,0.0,,,,0,0,0,0,0,0,0,288601.60000000003,0.0,338.34601894400004,288263.25398105604,FMCG,34,,
25,HEROMOTOCO,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,194922.0,194922.0,0.0,236.17998398,1151856.0,5759280.0,2400.0,0.0,,,,0,0,0,0,0,0,0,194922.0,0.0,236.17998398,194685.82001602,Automobile,34,,
26,VEDL,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,288346.5,288346.5,0.0,338.06780943499996,1168452.0,5842260.0,105.0,0.0,,,,0,0,0,0,0,0,0,288346.5,0.0,338.06780943499996,288008.432190565,Metals & Mining,34,,
27,KOTAKBANK,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,229320.0,229320.0,0.0,273.69409879999995,1247904.0,6239520.0,1300.0,0.0,,,,0,0,0,0,0,0,0,229320.0,0.0,273.69409879999995,229046.3059012,Financial Services,34,,
28,RELIANCE,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,117357.4045,117357.4045,0.0,151.588811773655,1145304.65,5726523.25,1620.0,0.0,,,,0,0,0,0,0,0,0,117357.4045,0.0,151.588811773655,117205.81568822634,Oil Gas & Consumable Fuels,34,,
29,INFY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,99332.64,99332.64,0.0,131.9311838576,1310112.0,6550560.0,910.0,0.0,,,,0,0,0,0,0,0,0,99332.64,0.0,131.9311838576,99200.7088161424,Information Technology,27,,
30,SUNPHARMA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,93980.88,93980.88,0.0,126.09460791920002,1209222.0,6046110.0,480.0,0.0,,,,0,0,0,0,0,0,0,93980.88,0.0,126.09460791920002,93854.7853920808,Healthcare,27,,
31,EICHERMOT,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,199293.4125,199293.4125,0.0,240.94740273837502,1259842.5,6299212.5,20000.0,0.0,,,,0,0,0,0,0,0,0,199293.4125,0.0,240.94740273837502,199052.46509726162,Automobile,27,,
32,RELIANCE,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,176812.014,176812.014,0.0,216.42941434826,1211727.3,6058636.5,2000.0,0.0,,,,0,0,0,0,0,0,0,176812.014,0.0,216.42941434826,176595.58458565173,Oil Gas & Consumable Fuels,27,,
33,TATASTEEL,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,149672.25,149672.25,0.0,186.83105912749997,820981.0,4104905.0,345.0,0.0,,,,0,0,0,0,0,0,0,149672.25,0.0,186.83105912749997,149485.4189408725,Metals & Mining,27,,
34,ULTRACEMCO,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,104832.0,104832.0,0.0,137.92873088,1247408.0,6237040.0,3900.0,0.0,,,,0,0,0,0,0,0,0,104832.0,0.0,137.92873088,104694.07126912,Construction Materials,27,,
35,CIPLA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,87837.75,87837.75,0.0,119.3949717725,1182909.0,5914545.0,650.0,0.0,,,,0,0,0,0,0,0,0,87837.75,0.0,119.3949717725,87718.3550282275,Healthcare,27,,
36,TATAMOTORS,2020-08-28,2020-11-26,completed,1,2,True,True,957837.69,-1399397.31,2613735.0,64742.47439258709,1441017.0,7205085.0,135.0,122.8,2020-09-24,132.85,126.95,51300,0,51300,0,0,0,0,-1399397.31,2613735.0,64742.47439258709,1149595.215607413,Automobile,90,-0.09037037037037043,0.033794788273615595
37,INDUSINDBK,2020-08-28,2020-10-29,completed,1,1,True,True,373815.60000000003,-807584.4000000006,1181400.0000000005,55934.73235120401,1344480.0,6722400.0,560.0,490.25,2020-09-24,514.85,514.85,12000,0,12000,0,0,0,0,-807584.4000000006,1181400.0000000005,55934.73235120401,317880.86764879595,Financial Services,62,-0.12455357142857137,0.05017848036715966
38,JSWSTEEL,2020-08-28,2020-10-29,completed,1,1,True,True,355387.5,-88087.50000000003,1172475.0,56806.689635225004,1454355.0000000002,7271775.000000001,270.0,258.55,2020-09-24,277.75,268.35,24300,0,24300,0,0,0,0,-88087.50000000003,1172475.0,56806.689635225004,1027580.8103647749,Metals & Mining,62,-0.04240740740740734,0.037903693676271555
39,SBIN,2020-08-28,2020-11-26,completed,1,2,True,True,392330.4,-1887969.5999999999,2280300.0,59577.092022436,1322310.0,6611550.0,200.0,176.35,2020-09-24,182.2,182.2,33000,0,33000,0,0,0,0,-1887969.5999999999,2280300.0,59577.092022436,332753.30797756417,Financial Services,90,-0.11825000000000008,0.033172667989793014
40,AXISBANK,2020-08-28,2020-10-29,completed,1,1,True,True,254005.44,-1171834.5600000005,1425840.0000000005,58921.5879482096,1381224.0,6906120.0,440.0,402.45,2020-09-24,415.05,415.05,15600,0,15600,0,0,0,0,-1171834.5600000005,1425840.0000000005,58921.5879482096,195083.85205179045,Financial Services,62,-0.08534090909090908,0.03130823704808061
41,ASIANPAINT,2020-08-28,2020-09-24,put_expired_otm,1,0,False,False,59670.0,59670.0,0.0,88.67550530000001,902112.0,4510560.0,1880.0,0.0,,,,0,0,0,0,0,0,0,59670.0,0.0,88.67550530000001,59581.3244947,Consumer Durables,27,,
42,M&M,2020-08-28,2020-11-26,completed,1,2,True,True,535625.44,-847014.5600000005,1718640.0000000005,60459.906476609605,1410976.0,7054880.0,600.0,575.05,2020-09-24,615.25,591.95,11200,0,11200,0,0,0,0,-847014.5600000005,1718640.0000000005,60459.906476609605,811165.5335233904,Automobile,90,-0.041583333333333417,0.02938874880445197
43,MARUTI,2020-08-28,2020-10-29,completed,1,1,True,True,292841.19999999995,-527108.8000000007,819950.0000000007,55974.582068307995,1340180.0,6700900.0,6700.0,6297.65,2020-09-24,6497.7,6497.7,1000,0,1000,0,0,0,0,-527108.8000000007,819950.0000000007,55974.582068307995,236866.617931692,Automobile,62,-0.060052238805970215,0.03176581740808082
44,BAJFINANCE,2020-08-28,2020-11-26,completed,1,2,True,True,413790.0,-2971110.0000000005,3584900.0000000005,66925.84042909999,1439320.0,7196600.0,3450.0,3028.9,2020-09-24,3138.95,3138.95,2000,0,2000,0,0,0,0,-2971110.0000000005,3584900.0000000005,66925.84042909999,546864.1595708998,Financial Services,90,-0.12205797101449267,0.03633332232823783
45,ICICIBANK,2020-08-28,2020-10-29,completed,1,1,True,True,213495.425,-934079.575,1147574.9999999998,55655.30990842575,1325073.75,6625368.75,370.0,335.7,2020-09-24,348.65,348.65,17875,0,17875,0,0,0,0,-934079.575,1147574.9999999998,55655.30990842575,157840.1150915741,Financial Services,62,-0.09270270270270276,0.038576109621685895
46,TATASTEEL,2020-08-28,2020-10-29,completed,1,1,True,True,214647.1,-762852.9000000001,977500.0,55138.680022789005,1354560.0,6772800.0,400.0,343.9,2020-09-24,352.1,352.1,17000,0,17000,0,0,0,0,-762852.9000000001,977500.0,55138.680022789005,159508.4199772109,Metals & Mining,62,-0.1402500000000001,0.023844140738586983
47,KOTAKBANK,2020-08-28,2020-10-29,completed,1,1,True,True,184041.52000000002,-1504918.480000001,1688960.000000001,61107.27048249681,1402804.0000000002,7014020.000000001,1340.0,1246.1,2020-09-24,1253.05,1253.05,5200,0,5200,0,0,0,0,-1504918.480000001,1688960.000000001,61107.27048249681,122934.2495175032,Financial Services,62,-0.07007462686567167,0.005577401492657064
48,EICHERMOT,2020-08-28,2020-11-26,completed,1,2,True,True,427671.405,-877846.0950000002,1620517.5000000002,59401.73791370395,1401403.5,7007017.5,2100.0,2034.8,2020-09-24,2198.5,2029.65,3150,0,3150,0,0,0,0,-877846.0950000002,1620517.5000000002,59401.73791370395,683269.6670862961,Automobile,90,-0.0310476190476191,-0.0025309612738352305
49,TATASTEEL,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,149175.0,149175.0,0.0,186.28876325000002,1621647.0,8108235.0,530.0,0.0,,,,0,0,0,0,0,0,0,149175.0,0.0,186.28876325000002,148988.71123675,Metals & Mining,34,,
50,BAJFINANCE,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,173013.75,173013.75,0.0,212.28706561250002,1574930.0,7874650.0,4500.0,0.0,,,,0,0,0,0,0,0,0,173013.75,0.0,212.28706561250002,172801.4629343875,Financial Services,34,,
51,JSWSTEEL,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,260617.5,260617.5,0.0,307.826839325,1652157.0,8260785.0,340.0,0.0,,,,0,0,0,0,0,0,0,260617.5,0.0,307.826839325,260309.673160675,Metals & Mining,34,,
52,INDUSINDBK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,309270.0,309270.0,0.0,360.88676929999997,1663792.0,8318960.0,800.0,0.0,,,,0,0,0,0,0,0,0,309270.0,0.0,360.88676929999997,308909.1132307,Financial Services,34,,
53,ONGC,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,226380.0,226380.0,0.0,270.4877642,1615922.0,8079610.0,75.0,0.0,,,,0,0,0,0,0,0,0,226380.0,0.0,270.4877642,226109.5122358,Oil Gas & Consumable Fuels,34,,
54,KOTAKBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,145002.0,145002.0,0.0,181.73773118,1566356.0,7831780.0,1780.0,0.0,,,,0,0,0,0,0,0,0,145002.0,0.0,181.73773118,144820.26226882,Financial Services,34,,
55,SBIN,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,203580.0,203580.0,0.0,245.6223122,1655640.0,8278200.0,230.0,0.0,,,,0,0,0,0,0,0,0,203580.0,0.0,245.6223122,203334.3776878,Financial Services,34,,
56,POWERGRID,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,154000.0,154000.0,0.0,191.55086,1479200.0,7396000.0,185.0,0.0,,,,0,0,0,0,0,0,0,154000.0,0.0,191.55086,153808.44914,Power,34,,
57,HDFCBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,73734.375,73734.375,0.0,104.01397203124999,1621218.5,8106092.5,1340.0,0.0,,,,0,0,0,0,0,0,0,73734.375,0.0,104.01397203124999,73630.36102796876,Financial Services,34,,
58,ITC,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,114239.99999999999,114239.99999999999,0.0,148.1890016,1657152.0,8285760.0,185.0,0.0,,,,0,0,0,0,0,0,0,114239.99999999999,0.0,148.1890016,114091.81099839999,FMCG,34,,
59,AXISBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,249912.0,249912.0,0.0,296.15152808000005,1670112.0,8350560.0,580.0,0.0,,,,0,0,0,0,0,0,0,249912.0,0.0,296.15152808000005,249615.84847192,Financial Services,34,,
60,ASIANPAINT,2021-01-01,2021-04-29,completed,1,3,True,True,396396.32999999996,-170213.66999999934,566609.9999999994,69815.63802791672,1712337.0,8561685.0,2600.0,2441.75,2021-01-28,2407.35,2277.2,3300,0,3300,0,0,0,0,-170213.66999999934,566609.9999999994,69815.6380279167,326580.69197208335,Consumer Durables,118,-0.0608653846153846,-0.06739019146104241
61,TATASTEEL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,173043.68000000002,173043.68000000002,0.0,218.4454532432,1656888.0,8284440.0,610.0,0.0,,,,0,0,0,0,0,0,0,173043.68000000002,0.0,218.4454532432,172825.2345467568,Metals & Mining,27,,
62,INFY,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,128466.00000000001,128466.00000000001,0.0,168.25143134,1698912.0,8494560.0,1180.0,0.0,,,,0,0,0,0,0,0,0,128466.00000000001,0.0,168.25143134,128297.74856866001,Information Technology,27,,
63,ICICIBANK,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,119047.5,119047.5,0.0,157.646294525,1648845.0,8244225.0,500.0,0.0,,,,0,0,0,0,0,0,0,119047.5,0.0,157.646294525,118889.853705475,Financial Services,27,,
64,BAJFINANCE,2021-01-01,2021-02-25,completed,1,1,True,True,377422.5,-706877.4999999991,1259299.999999999,74599.16550914999,1790740.0,8953700.0,5000.0,4810.35,2021-01-28,4734.55,4734.55,1750,0,1750,0,0,0,0,-706877.4999999991,1259299.999999999,74599.16550914999,477823.3344908501,Financial Services,55,-0.03792999999999991,-0.015757689149438203
65,GAIL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,154330.0,154330.0,0.0,197.3740367,1542629.0,7713145.0,115.0,0.0,,,,0,0,0,0,0,0,0,154330.0,0.0,197.3740367,154132.6259633,Oil Gas & Consumable Fuels,27,,
66,TECHM,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,126126.0,126126.0,0.0,165.61661474000002,1544928.0,7724640.0,920.0,0.0,,,,0,0,0,0,0,0,0,126126.0,0.0,165.61661474000002,125960.38338526,Information Technology,27,,
67,DIVISLAB,2021-01-01,2021-03-31,fo_exit,1,2,True,False,605475.36,196635.36000000022,459212.6400000012,45246.28183063841,1720440.0,8602200.0,3600.0,3429.65,2021-01-28,3463.6,3272.9,2400,0,0,2400,0,0,0,196635.36000000022,459212.6400000012,45246.28183063841,610601.718169363,Healthcare,89,-0.04731944444444447,-0.045704372166256
68,LT,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,106967.25,106967.25,0.0,144.04405382750002,1682841.0,8414205.0,1220.0,0.0,,,,0,0,0,0,0,0,0,106967.25,0.0,144.04405382750002,106823.2059461725,Capital Goods,27,,
69,SUNPHARMA,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,161410.47999999998,161410.47999999998,0.0,205.34658637519996,1721412.0,8607060.0,560.0,0.0,,,,0,0,0,0,0,0,0,161410.47999999998,0.0,205.34658637519996,161205.13341362478,Healthcare,27,,
70,ULTRACEMCO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,129011.99999999999,129011.99999999999,0.0,168.86622188,1599584.0,7997920.0,5000.0,0.0,,,,0,0,0,0,0,0,0,129011.99999999999,0.0,168.86622188,128843.13377811998,Construction Materials,27,,
71,SBILIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,56562.45,56562.45,0.0,87.2887530755,881685.0,4408425.0,840.0,0.0,,,,0,0,0,0,0,0,0,56562.45,0.0,87.2887530755,56475.161246924494,Financial Services,27,,
72,BAJAJ-AUTO,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,104312.7,104312.7,0.0,141.055057073,1749510.0,8747550.0,3900.0,0.0,,,,0,0,0,0,0,0,0,104312.7,0.0,141.055057073,104171.644942927,Automobile,23,,
73,TATAMOTORS,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,145049.04,145049.04,0.0,186.92376854960003,1812258.0,9061290.0,265.0,0.0,,,,0,0,0,0,0,0,0,145049.04,0.0,186.92376854960003,144862.1162314504,Automobile,23,,
74,UPL,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,107926.78,107926.78,0.0,145.1244750122,1689324.0,8446620.0,500.0,0.0,,,,0,0,0,0,0,0,0,107926.78,0.0,145.1244750122,107781.6555249878,Chemicals,23,,
75,AXISBANK,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,145431.0,145431.0,0.0,187.35385168999997,1768668.0,8843340.0,670.0,0.0,,,,0,0,0,0,0,0,0,145431.0,0.0,187.35385168999997,145243.64614831,Financial Services,23,,
76,COALINDIA,2021-03-02,2021-05-27,completed,1,2,True,True,504390.60000000003,-689459.4000000011,1036350.000000001,74118.659949594,1791720.0,8958600.0,145.0,128.1,2021-03-25,132.95,124.5,63000,0,63000,0,16800,0,1,-689459.4000000011,1036350.000000001,74118.659949594,272771.9400504059,Oil Gas & Consumable Fuels,86,-0.11655172413793102,-0.02810304449648704
77,ADANIPORTS,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,141985.0,141985.0,0.0,183.47369014999998,1624250.0,8121250.0,650.0,0.0,,,,0,0,0,0,0,0,0,141985.0,0.0,183.47369014999998,141801.52630985,Services,23,,
78,ONGC,2021-03-02,2021-05-27,completed,1,2,True,True,943200.72,108905.72000000047,834294.9999999995,76809.5659949152,1860012.0,9300060.0,110.0,102.0,2021-03-25,104.35,98.05,84700,0,84700,0,46200,0,1,108905.72000000047,834294.9999999995,76809.5659949152,866391.1540050848,Oil Gas & Consumable Fuels,86,-0.07272727272727275,-0.038725490196078405
79,BPCL,2021-03-02,2021-05-27,completed,1,2,True,True,566514.0,-165726.00000000076,1056240.0000000007,78739.2831793672,1915488.0,9577440.0,430.0,418.95,2021-03-25,424.2,403.95,21600,0,21600,0,0,0,0,-165726.00000000076,1056240.0000000007,78739.2831793672,811774.7168206327,Oil Gas & Consumable Fuels,86,-0.02569767441860471,-0.03580379520229149
80,UPL,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,261612.0,261612.0,0.0,318.17249588000004,1745952.0,8729760.0,560.0,0.0,,,,0,0,0,0,0,0,0,261612.0,0.0,318.17249588000004,261293.82750412,Chemicals,23,,
81,GAIL,2021-03-02,2021-04-01,universe_removal_sale,1,1,True,False,475484.02,-561627.0,810562.9675000001,47932.377776399975,1798280.0,8991400.0,135.0,128.0,2021-03-25,131.8,131.8,67100,0,0,67100,0,0,0,-561627.0,810562.9675000001,47932.377776399975,201003.58972360007,Oil Gas & Consumable Fuels,30,-0.051851851851851816,0.02968750000000009
82,INDUSINDBK,2021-03-02,2021-05-27,completed,1,2,True,True,762547.5,321097.4999999994,441450.00000000064,73654.446002203,1784520.0,8922600.0,1000.0,957.8,2021-03-25,952.75,832.0,9000,0,9000,0,0,0,0,321097.4999999994,441450.00000000064,73654.446002203,688893.0539977971,Financial Services,86,-0.042200000000000015,-0.13134266026310293
83,NTPC,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,63839.99999999999,63839.99999999999,0.0,95.4832016,937536.0,4687680.0,103.0,0.0,,,,0,0,0,0,0,0,0,63839.99999999999,0.0,95.4832016,63744.51679839999,Power,23,,
84,TATAMOTORS,2021-03-02,2021-09-30,completed,1,6,True,True,1736718.75,374418.7499999996,1362300.0000000002,75903.517451853,1917480.0,9587400.0,310.0,285.55,2021-03-25,296.4,276.95,28500,0,28500,0,0,0,0,374418.74999999965,1362300.0000000002,75903.517451853,1660815.232548147,Automobile,212,-0.07887096774193547,-0.030117317457538206
85,TATASTEEL,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,167656.72,167656.72,0.0,212.3797901528,1640653.0,8203265.0,690.0,0.0,,,,0,0,0,0,0,0,0,167656.72,0.0,212.3797901528,167444.3402098472,Metals & Mining,23,,
86,RELIANCE,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,108371.25,108371.25,0.0,145.6249437875,1781460.0,8907300.0,1980.0,0.0,,,,0,0,0,0,0,0,0,108371.25,0.0,145.6249437875,108225.6250562125,Oil Gas & Consumable Fuels,23,,
87,SBIN,2021-03-02,2021-05-27,completed,1,2,True,True,628286.3999999999,-931713.6000000001,1680000.0,78020.002863328,1824720.0,9123600.0,375.0,355.2,2021-03-25,357.2,328.85,24000,0,24000,0,0,0,0,-931713.6000000001,1680000.0,78020.002863328,670266.3971366719,Financial Services,86,-0.05280000000000007,-0.07418355855855852
88,IOC,2021-03-02,2021-03-31,fo_exit,1,0,True,False,9425.0,-17224.999999999964,5876.4874999999465,3203.03807218375,123110.0,615550.0,95.0,90.9,2021-03-25,,90.9,6500,0,0,6500,0,0,0,-17224.999999999964,5876.4874999999465,3203.03807218375,-14551.550572183769,Oil Gas & Consumable Fuels,29,-0.04315789473684206,0.0
89,SBIN,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,198752.4,198752.4,0.0,247.510478792,2158650.0,10793250.0,400.0,0.0,,,,0,0,0,0,0,0,0,198752.4,0.0,247.510478792,198504.88952120798,Financial Services,24,,
90,BAJAJFINSV,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,109157.3,109157.3,0.0,146.574431034,1924720.0,9623600.0,11000.0,0.0,,,,0,0,0,0,0,0,0,109157.3,0.0,146.574431034,109010.72556896601,Financial Services,24,,
91,IOC,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,48750.0,48750.0,0.0,78.520775,675675.0,3378375.0,104.0,0.0,,,,0,0,0,0,0,0,0,48750.0,0.0,78.520775,48671.479225,Oil Gas & Consumable Fuels,24,,
92,WIPRO,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,112552.96,112552.96,0.0,150.3999136768,2120976.0,10604880.0,510.0,0.0,,,,0,0,0,0,0,0,0,112552.96,0.0,150.3999136768,112402.56008632321,Information Technology,24,,
93,TITAN,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,77805.0,77805.0,0.0,111.25355689999999,2108857.5,10544287.5,1480.0,0.0,,,,0,0,0,0,0,0,0,77805.0,0.0,111.25355689999999,77693.7464431,Consumer Durables,24,,
