expiry_date,contract_month,rank,symbol,ltp,pct_vs_15m_ema50,pct_vs_daily_ema20,rank_final,next_expiry_return_pct
2019-01-31,2019-01,37,ULTRACEMCO,3450.0,1.85,-4.97,-1.62,8.23
2019-01-31,2019-01,38,M&M,680.75,0.47,-3.97,-1.78,-5.17
2019-01-31,2019-01,39,BAJAJFINSV,610.9,-0.68,-3.06,-1.88,5.55
2019-01-31,2019-01,40,MARUTI,6635.0,1.35,-5.23,-2.0,2.94
2019-01-31,2019-01,41,YESBANK,194.1,-2.03,-2.32,-2.18,19.68
2019-01-31,2019-01,42,HEROMOTOCO,2462.2,0.85,-6.69,-2.99,0.32
2019-01-31,2019-01,43,EICHERMOT,1900.1,-0.31,-5.93,-3.16,4.32
2019-01-31,2019-01,44,ADANIPORTS,338.0,0.15,-8.09,-4.06,-3.45
2019-01-31,2019-01,45,GRASIM,717.0,-0.63,-7.95,-4.36,8.08
2019-02-28,2019-02,1,YESBANK,232.3,1.19,10.35,5.67,18.42
2019-02-28,2019-02,2,IOC,76.88,1.4,7.63,4.47,15.08
2019-02-28,2019-02,3,UPL,561.5,1.35,6.63,3.96,6.37
2019-02-28,2019-02,4,ONGC,136.15,2.14,4.51,3.32,4.04
2019-02-28,2019-02,5,COALINDIA,213.0,2.33,3.82,3.07,3.29
2019-02-28,2019-02,6,GAIL,101.71,1.68,4.22,2.94,4.59
2019-02-28,2019-02,7,VEDL,71.8,2.16,2.99,2.57,4.87
2019-02-28,2019-02,8,CIPLA,555.25,1.14,3.04,2.09,-5.34
2019-02-28,2019-02,9,BAJAJ-AUTO,2833.0,0.59,3.47,2.02,1.69
2019-02-28,2019-02,10,SUNPHARMA,446.5,0.37,3.7,2.02,6.43
2019-02-28,2019-02,11,BAJAJFINSV,644.8,0.32,3.56,1.93,8.1
2019-02-28,2019-02,12,ULTRACEMCO,3734.0,-0.92,4.79,1.9,2.36
2019-02-28,2019-02,13,NTPC,118.04,0.81,2.61,1.71,16.06
2019-02-28,2019-02,14,GRASIM,774.9,-0.25,3.56,1.64,7.14
2019-02-28,2019-02,15,TECHM,765.6,-0.31,3.48,1.57,-6.87
2019-02-28,2019-02,16,LT,1300.0,1.41,1.53,1.47,6.77
2019-02-28,2019-02,17,BHARTIARTL,313.55,0.14,2.18,1.15,3.56
2019-02-28,2019-02,18,TMPV,121.95,-1.1,3.24,1.05,-3.53
2019-02-28,2019-02,19,BPCL,146.45,1.6,0.35,0.97,15.4
2019-02-28,2019-02,20,TITAN,1032.45,1.25,0.43,0.84,9.93
2019-02-28,2019-02,21,TATASTEEL,45.29,-1.23,2.51,0.62,1.19
2019-02-28,2019-02,22,BAJFINANCE,265.0,0.07,1.1,0.58,12.83
2019-02-28,2019-02,23,AXISBANK,709.55,-0.3,1.32,0.51,9.34
2019-02-28,2019-02,24,ICICIBANK,351.05,0.95,0.08,0.51,13.67
2019-02-28,2019-02,25,ITC,228.05,0.37,-0.19,0.09,8.86
2019-02-28,2019-02,26,RELIANCE,581.7,0.05,0.08,0.06,10.5
2019-02-28,2019-02,27,JSWSTEEL,281.2,-1.12,1.19,0.03,2.01
2019-02-28,2019-02,28,ASIANPAINT,1405.2,-0.1,-0.05,-0.08,6.76
2019-02-28,2019-02,29,HINDALCO,196.5,0.04,-0.47,-0.22,3.31
2019-02-28,2019-02,30,POWERGRID,98.95,-0.24,-0.19,-0.22,8.69
2019-02-28,2019-02,31,HCLTECH,525.4,-0.77,0.31,-0.23,3.25
2019-02-28,2019-02,32,INFY,718.5,-0.48,-0.72,-0.6,0.67
2019-02-28,2019-02,33,INDUSINDBK,1474.4,-0.29,-1.09,-0.69,22.97
2019-02-28,2019-02,34,SBIN,269.15,0.05,-1.46,-0.71,18.6
2019-02-28,2019-02,35,DRREDDY,523.8,-1.19,-0.69,-0.94,3.97
2019-02-28,2019-02,36,TCS,1982.85,-1.77,-0.31,-1.04,1.32
2019-02-28,2019-02,37,HDFCBANK,519.8,-0.94,-1.17,-1.06,11.0
2019-02-28,2019-02,38,M&M,645.55,-0.92,-1.63,-1.28,1.49
2019-02-28,2019-02,39,HINDUNILVR,1732.3,-0.95,-1.9,-1.43,-2.38
2019-02-28,2019-02,40,WIPRO,132.25,-2.0,-0.89,-1.45,-7.64
2019-02-28,2019-02,41,MARUTI,6830.0,-1.28,-1.74,-1.51,-3.22
2019-02-28,2019-02,42,KOTAKBANK,242.7,-0.64,-3.45,-2.06,10.84
2019-02-28,2019-02,43,ADANIPORTS,326.35,-0.24,-4.26,-2.27,16.75
2019-02-28,2019-02,44,HEROMOTOCO,2470.0,-0.95,-3.58,-2.27,-4.03
2019-02-28,2019-02,45,EICHERMOT,1982.15,-2.35,-2.85,-2.6,5.56
2019-03-28,2019-03,1,YESBANK,275.1,2.38,12.37,7.26,-13.79
2019-03-28,2019-03,2,SBIN,319.2,2.74,8.37,5.52,-3.98
2019-03-28,2019-03,3,INDUSINDBK,1813.0,1.85,9.27,5.49,-7.61
2019-03-28,2019-03,4,ADANIPORTS,381.0,2.01,6.11,4.04,2.1
2019-03-28,2019-03,5,HCLTECH,542.5,2.13,4.55,3.33,4.7
2019-03-28,2019-03,6,BAJFINANCE,299.0,0.95,5.7,3.3,3.01
2019-03-28,2019-03,7,UPL,597.25,2.57,4.0,3.28,3.83
2019-03-28,2019-03,8,AXISBANK,775.8,1.53,4.43,2.97,-4.45
2019-03-28,2019-03,9,IOC,88.47,-0.0,6.01,2.96,-6.54
2019-03-28,2019-03,10,NTPC,137.0,0.01,5.95,2.94,-2.7
2019-03-28,2019-03,11,TITAN,1135.0,1.44,4.44,2.93,0.94
2019-03-28,2019-03,12,ASIANPAINT,1500.15,1.38,3.81,2.59,-3.41
2019-03-28,2019-03,13,ICICIBANK,399.05,0.79,4.22,2.49,-0.85
2019-03-28,2019-03,14,ITC,248.25,1.72,3.17,2.44,1.69
2019-03-28,2019-03,15,VEDL,75.3,1.1,3.34,2.21,-4.85
2019-03-28,2019-03,16,HDFCBANK,577.0,0.2,3.66,1.92,-1.98
2019-03-28,2019-03,17,BPCL,169.0,1.08,2.74,1.91,-8.08
2019-03-28,2019-03,18,SUNPHARMA,475.2,0.64,3.19,1.91,-2.51
2019-03-28,2019-03,19,KOTAKBANK,269.0,0.38,3.25,1.8,1.04
2019-03-28,2019-03,20,RELIANCE,642.8,0.43,3.1,1.76,0.62
2019-03-28,2019-03,21,LT,1388.0,1.05,2.36,1.7,-2.17
2019-03-28,2019-03,22,BHARTIARTL,324.7,1.62,1.29,1.45,0.57
2019-03-28,2019-03,23,BAJAJFINSV,697.0,0.23,2.65,1.43,10.06
2019-03-28,2019-03,24,GRASIM,830.2,0.16,2.68,1.41,10.74
2019-03-28,2019-03,25,GAIL,106.38,-0.26,2.25,0.99,-4.47
2019-03-28,2019-03,26,INFY,723.3,0.34,1.36,0.85,-1.2
2019-03-28,2019-03,27,TCS,2009.0,1.15,0.51,0.83,9.66
2019-03-28,2019-03,28,ONGC,141.65,-0.66,2.14,0.73,7.91
2019-03-28,2019-03,29,POWERGRID,107.55,-0.75,1.86,0.55,-3.39
2019-03-28,2019-03,30,JSWSTEEL,286.85,0.17,0.73,0.45,-0.05
2019-03-28,2019-03,31,COALINDIA,220.0,0.32,0.41,0.36,7.27
2019-03-28,2019-03,32,BAJAJ-AUTO,2881.0,-0.12,0.45,0.16,4.77
2019-03-28,2019-03,33,DRREDDY,544.6,-0.76,0.85,0.04,7.85
2019-03-28,2019-03,34,ULTRACEMCO,3822.0,-0.5,0.28,-0.11,18.84
2019-03-28,2019-03,35,HINDUNILVR,1691.0,0.48,-1.04,-0.28,2.73
2019-03-28,2019-03,36,HINDALCO,203.0,-1.22,0.21,-0.51,-3.05
2019-03-28,2019-03,37,CIPLA,525.6,-0.01,-1.41,-0.71,6.21
2019-03-28,2019-03,38,MARUTI,6609.8,0.79,-2.83,-1.04,4.09
2019-03-28,2019-03,39,TECHM,713.0,-0.09,-2.33,-1.22,5.79
2019-03-28,2019-03,40,EICHERMOT,2092.45,-0.49,-2.23,-1.36,-2.75
2019-03-28,2019-03,41,WIPRO,122.15,-0.04,-2.72,-1.39,15.47
2019-03-28,2019-03,42,M&M,655.2,-0.76,-2.18,-1.47,1.5
2019-03-28,2019-03,43,TATASTEEL,45.83,-1.78,-1.39,-1.59,1.18
2019-03-28,2019-03,44,TMPV,117.65,-0.1,-3.23,-1.68,29.45
2019-03-28,2019-03,45,HEROMOTOCO,2370.5,-0.59,-4.95,-2.79,3.33
2019-04-25,2019-04,1,ULTRACEMCO,4542.0,3.55,10.6,7.02,2.93
2019-04-25,2019-04,2,GRASIM,919.35,2.18,7.53,4.82,-1.31
2019-04-25,2019-04,3,ONGC,152.85,1.43,5.81,3.6,0.03
2019-04-25,2019-04,4,DRREDDY,587.35,2.07,5.03,3.54,-9.76
2019-04-25,2019-04,5,WIPRO,141.05,0.78,5.79,3.25,-2.41
2019-04-25,2019-04,6,TCS,2203.0,1.28,5.11,3.18,-2.57
2019-04-25,2019-04,7,UPL,620.15,1.29,3.99,2.63,3.44
2019-04-25,2019-04,8,BAJAJ-AUTO,3018.5,1.29,3.23,2.26,-4.97
2019-04-25,2019-04,9,BAJAJFINSV,767.1,0.7,3.84,2.26,6.9
2019-04-25,2019-04,10,HCLTECH,568.0,0.47,3.6,2.02,-4.84
2019-04-25,2019-04,11,COALINDIA,236.0,0.23,3.54,1.87,-0.11
2019-04-25,2019-04,12,BAJFINANCE,308.0,0.03,2.55,1.28,13.15
2019-04-25,2019-04,13,TMPV,152.3,-1.17,3.76,1.27,-20.72
2019-04-25,2019-04,14,TITAN,1145.65,-0.27,2.78,1.24,8.93
2019-04-25,2019-04,15,TECHM,754.3,-0.04,2.5,1.22,-10.45
2019-04-25,2019-04,16,ITC,252.45,0.13,1.88,1.0,-5.64
2019-04-25,2019-04,17,CIPLA,558.25,-0.06,1.97,0.95,0.67
2019-04-25,2019-04,18,ADANIPORTS,389.0,-0.37,1.69,0.65,5.14
2019-04-25,2019-04,19,BPCL,155.35,1.75,-0.57,0.58,14.84
2019-04-25,2019-04,20,KOTAKBANK,271.8,-0.47,0.97,0.25,12.58
2019-04-25,2019-04,21,HINDUNILVR,1737.15,-0.64,1.08,0.22,2.71
2019-04-25,2019-04,22,BHARTIARTL,326.55,1.86,-1.79,0.02,3.94
2019-04-25,2019-04,23,RELIANCE,646.8,-1.39,1.26,-0.07,-2.92
2019-04-25,2019-04,24,ICICIBANK,395.65,-0.76,0.35,-0.21,8.16
2019-04-25,2019-04,25,ASIANPAINT,1449.0,-0.16,-0.31,-0.24,-5.4
2019-04-25,2019-04,26,SUNPHARMA,463.25,-0.64,-0.2,-0.42,-10.87
2019-04-25,2019-04,27,LT,1357.9,-0.38,-0.49,-0.44,14.74
2019-04-25,2019-04,28,INFY,714.6,-0.15,-0.76,-0.46,0.35
2019-04-25,2019-04,29,IOC,82.68,0.02,-0.96,-0.47,6.19
2019-04-25,2019-04,30,HDFCBANK,565.6,-0.73,-0.26,-0.5,7.85
2019-04-25,2019-04,31,M&M,665.0,-0.18,-0.92,-0.55,-0.9
2019-04-25,2019-04,32,NTPC,133.3,-0.67,-0.62,-0.65,1.46
2019-04-25,2019-04,33,BRITANNIA,2972.0,-0.26,-1.15,-0.71,-2.45
2019-04-25,2019-04,34,GAIL,101.62,-0.26,-1.46,-0.86,5.15
2019-04-25,2019-04,35,SBIN,306.5,-0.76,-1.07,-0.92,15.5
2019-04-25,2019-04,36,HEROMOTOCO,2449.4,-0.65,-1.33,-0.99,4.93
2019-04-25,2019-04,37,JSWSTEEL,286.7,-1.41,-0.98,-1.2,-3.28
2019-04-25,2019-04,38,EICHERMOT,2035.0,-0.18,-2.33,-1.26,-1.87
2019-04-25,2019-04,39,AXISBANK,741.3,-1.16,-1.94,-1.55,9.1
2019-04-25,2019-04,40,POWERGRID,103.9,-1.0,-2.23,-1.62,0.0
2019-04-25,2019-04,41,INDUSINDBK,1675.0,-1.46,-2.5,-1.98,-5.02
2019-04-25,2019-04,42,MARUTI,6880.0,-1.91,-3.06,-2.49,-0.47
2019-04-25,2019-04,43,TATASTEEL,46.37,-2.0,-4.11,-3.06,-4.74
2019-04-25,2019-04,44,HINDALCO,196.8,-1.53,-4.65,-3.1,0.89
2019-04-25,2019-04,45,VEDL,71.65,-1.53,-5.75,-3.66,-3.98
2019-04-25,2019-04,46,YESBANK,237.15,-1.98,-6.39,-4.21,-34.47
2019-05-30,2019-05,1,BAJFINANCE,348.5,1.29,6.47,3.85,4.73
2019-05-30,2019-05,2,BPCL,178.4,1.27,6.37,3.79,-4.43
2019-05-30,2019-05,3,LT,1558.0,-0.11,6.91,3.34,-0.13
2019-05-30,2019-05,4,SBIN,354.0,0.62,5.85,3.2,2.26
2019-05-30,2019-05,5,TITAN,1248.0,1.27,4.27,2.76,6.47
2019-05-30,2019-05,6,GAIL,106.85,1.06,4.46,2.75,-15.43
2019-05-30,2019-05,7,ICICIBANK,427.95,0.56,4.66,2.59,2.82
2019-05-30,2019-05,8,KOTAKBANK,306.0,0.54,4.53,2.52,-3.01
2019-05-30,2019-05,9,NTPC,135.25,1.21,3.46,2.33,3.18
2019-05-30,2019-05,10,AXISBANK,808.75,0.17,4.42,2.27,-1.08
2019-05-30,2019-05,11,ADANIPORTS,409.0,0.45,4.08,2.25,0.15
2019-05-30,2019-05,12,COALINDIA,235.75,0.93,3.43,2.17,2.25
2019-05-30,2019-05,13,BAJAJFINSV,820.0,0.42,3.86,2.13,2.85
2019-05-30,2019-05,14,IOC,87.8,0.06,4.03,2.03,-2.81
2019-05-30,2019-05,15,ULTRACEMCO,4675.0,0.48,3.6,2.03,-3.57
2019-05-30,2019-05,16,HDFCBANK,610.0,0.48,3.16,1.81,0.85
2019-05-30,2019-05,17,GRASIM,907.35,-0.1,3.23,1.55,1.49
2019-05-30,2019-05,18,BHARTIARTL,339.4,0.27,2.51,1.38,0.77
2019-05-30,2019-05,19,TCS,2146.3,0.86,1.86,1.36,5.12
2019-05-30,2019-05,20,HEROMOTOCO,2570.1,0.23,2.39,1.3,-5.45
2019-05-30,2019-05,21,POWERGRID,103.9,0.75,1.82,1.28,8.81
2019-05-30,2019-05,22,HINDUNILVR,1784.25,0.1,2.16,1.12,-0.59
2019-05-30,2019-05,23,INFY,717.1,0.33,1.55,0.94,-0.13
2019-05-30,2019-05,24,BRITANNIA,2899.2,-0.42,2.1,0.83,-5.88
2019-05-30,2019-05,25,WIPRO,137.65,0.4,0.81,0.6,-1.85
2019-05-30,2019-05,26,INDUSINDBK,1590.9,-1.24,2.31,0.52,-8.85
2019-05-30,2019-05,27,UPL,641.5,-0.51,1.5,0.49,-5.99
2019-05-30,2019-05,28,RELIANCE,627.9,0.16,0.68,0.42,-4.11
2019-05-30,2019-05,29,M&M,659.0,-0.75,1.39,0.31,-0.08
2019-05-30,2019-05,30,ASIANPAINT,1370.7,0.15,-0.1,0.02,-0.56
2019-05-30,2019-05,31,HINDALCO,198.55,-0.25,0.11,-0.07,3.5
2019-05-30,2019-05,32,HCLTECH,540.5,-0.21,-0.17,-0.19,-1.78
2019-05-30,2019-05,33,CIPLA,562.0,-0.6,0.18,-0.21,-1.96
2019-05-30,2019-05,34,VEDL,68.8,-0.25,-0.58,-0.42,8.65
2019-05-30,2019-05,35,MARUTI,6847.55,-1.01,-0.29,-0.65,-5.37
2019-05-30,2019-05,36,ONGC,152.9,-0.79,-0.52,-0.66,0.43
2019-05-30,2019-05,37,DRREDDY,530.0,0.63,-2.59,-0.99,-2.94
2019-05-30,2019-05,38,BAJAJ-AUTO,2868.5,-0.47,-1.85,-1.16,-2.68
2019-05-30,2019-05,39,YESBANK,155.4,1.23,-3.5,-1.16,-27.67
2019-05-30,2019-05,40,ITC,238.2,-0.39,-2.24,-1.32,-5.12
2019-05-30,2019-05,41,TATASTEEL,44.17,-1.29,-1.54,-1.42,5.21
2019-05-30,2019-05,42,SUNPHARMA,412.9,-0.76,-2.74,-1.75,-2.4
2019-05-30,2019-05,43,JSWSTEEL,277.3,-1.54,-2.11,-1.83,0.13
2019-05-30,2019-05,44,EICHERMOT,1997.0,-1.47,-2.72,-2.1,-2.45
2019-05-30,2019-05,45,TECHM,675.5,-0.51,-4.55,-2.55,-4.34
2019-05-30,2019-05,46,TMPV,120.75,-0.48,-5.02,-2.78,-5.88
2019-06-27,2019-06,1,VEDL,74.75,0.9,4.79,2.83,-2.88
2019-06-27,2019-06,2,POWERGRID,113.05,0.33,5.05,2.66,2.83
2019-06-27,2019-06,3,SBIN,362.0,0.93,4.21,2.56,-5.68
2019-06-27,2019-06,4,TITAN,1328.7,0.85,3.96,2.39,-18.11
2019-06-27,2019-06,5,BAJFINANCE,365.0,0.82,3.86,2.33,-16.85
2019-06-27,2019-06,6,TATASTEEL,46.47,1.02,3.37,2.19,-15.26
2019-06-27,2019-06,7,M&M,658.45,1.12,2.9,2.01,-16.77
2019-06-27,2019-06,8,ICICIBANK,440.0,0.25,3.63,1.93,-6.76
2019-06-27,2019-06,9,GRASIM,920.85,0.46,3.29,1.87,-6.08
2019-06-27,2019-06,10,JSWSTEEL,277.65,1.14,2.44,1.79,-10.34
2019-06-27,2019-06,11,HINDALCO,205.5,-0.23,3.38,1.56,-4.04
2019-06-27,2019-06,12,SUNPHARMA,403.0,1.32,1.7,1.51,8.44
2019-06-27,2019-06,13,NTPC,139.55,-0.74,3.27,1.25,-6.84
2019-06-27,2019-06,14,AXISBANK,800.05,0.86,1.62,1.24,-9.43
2019-06-27,2019-06,15,BAJAJFINSV,843.4,0.19,2.15,1.17,-19.73
2019-06-27,2019-06,16,LT,1555.9,0.11,2.11,1.11,-11.63
2019-06-27,2019-06,17,IOC,85.33,1.44,0.06,0.75,-7.96
2019-06-27,2019-06,18,ONGC,153.55,0.71,0.79,0.75,-15.17
2019-06-27,2019-06,19,HDFCBANK,615.2,-0.13,1.43,0.65,-6.94
2019-06-27,2019-06,20,BHARTIARTL,342.0,1.1,0.17,0.63,-3.1
2019-06-27,2019-06,21,TCS,2256.2,-0.08,1.21,0.56,-5.67
2019-06-27,2019-06,22,BPCL,170.5,0.12,0.81,0.46,-13.4
2019-06-27,2019-06,23,TMPV,113.65,1.06,-0.55,0.25,-12.63
2019-06-27,2019-06,24,COALINDIA,241.05,-0.48,0.96,0.24,-19.06
2019-06-27,2019-06,25,ULTRACEMCO,4508.0,-0.41,0.41,-0.0,-3.22
2019-06-27,2019-06,26,ADANIPORTS,409.6,0.1,-0.31,-0.11,-7.23
2019-06-27,2019-06,27,DRREDDY,514.4,0.51,-0.93,-0.21,3.32
2019-06-27,2019-06,28,HINDUNILVR,1773.65,0.1,-0.88,-0.39,-2.29
2019-06-27,2019-06,29,KOTAKBANK,296.8,-0.53,-0.25,-0.39,0.4
2019-06-27,2019-06,30,EICHERMOT,1948.0,0.52,-1.4,-0.44,-15.91
2019-06-27,2019-06,31,CIPLA,551.0,-0.94,-0.49,-0.72,-2.54
2019-06-27,2019-06,32,BAJAJ-AUTO,2791.5,-0.4,-1.39,-0.9,-11.02
2019-06-27,2019-06,33,ASIANPAINT,1363.0,-0.21,-1.72,-0.97,9.9
2019-06-27,2019-06,34,INDUSINDBK,1450.05,0.07,-2.07,-1.01,-3.86
2019-06-27,2019-06,35,INFY,716.2,-1.04,-1.23,-1.14,8.36
2019-06-27,2019-06,36,UPL,603.05,-0.03,-2.31,-1.18,-3.47
2019-06-27,2019-06,37,HEROMOTOCO,2430.15,-0.12,-2.3,-1.22,-7.95
2019-06-27,2019-06,38,RELIANCE,602.1,-0.84,-1.92,-1.38,-3.16
2019-06-27,2019-06,39,ITC,226.0,-0.82,-2.02,-1.42,-2.01
2019-06-27,2019-06,40,WIPRO,135.1,-0.51,-2.39,-1.45,-7.14
2019-06-27,2019-06,41,HCLTECH,530.9,-1.21,-1.92,-1.57,-5.12
2019-06-27,2019-06,42,MARUTI,6480.0,-0.57,-2.56,-1.57,-11.3
2019-06-27,2019-06,43,GAIL,90.36,-0.43,-3.39,-1.92,-12.62
2019-06-27,2019-06,44,BRITANNIA,2728.75,-0.89,-4.21,-2.56,-2.19
2019-06-27,2019-06,45,TECHM,646.2,-1.13,-4.91,-3.04,-7.21
2019-06-27,2019-06,46,YESBANK,112.4,0.08,-9.76,-4.97,-21.93
2019-07-25,2019-07,1,ASIANPAINT,1498.0,1.98,7.37,4.64,7.88
2019-07-25,2019-07,2,VEDL,72.6,3.87,3.48,3.67,-24.31
2019-07-25,2019-07,3,SUNPHARMA,437.0,1.42,5.48,3.43,-0.69
2019-07-25,2019-07,4,POWERGRID,116.25,0.88,3.38,2.12,-3.53
2019-07-25,2019-07,5,INFY,776.1,0.14,3.72,1.91,1.95
2019-07-25,2019-07,6,DRREDDY,531.5,1.21,1.35,1.28,-4.88
2019-07-25,2019-07,7,TCS,2128.25,0.72,-0.48,0.12,4.87
2019-07-25,2019-07,8,HINDUNILVR,1733.0,0.42,-0.41,0.0,5.94
2019-07-25,2019-07,9,CIPLA,537.0,1.02,-1.17,-0.08,-13.64
2019-07-25,2019-07,10,KOTAKBANK,298.0,-0.21,-0.1,-0.16,-2.62
2019-07-25,2019-07,11,HINDALCO,197.2,-0.3,-1.37,-0.84,-9.1
2019-07-25,2019-07,12,ITC,221.45,-0.52,-1.55,-1.04,-10.02
2019-07-25,2019-07,13,ICICIBANK,410.25,0.31,-2.41,-1.06,-0.96
2019-07-25,2019-07,14,NTPC,130.0,-1.02,-1.44,-1.23,-5.54
2019-07-25,2019-07,15,IOC,78.54,-0.43,-2.2,-1.32,-17.65
2019-07-25,2019-07,16,ULTRACEMCO,4363.0,-0.95,-1.93,-1.44,-8.48
2019-07-25,2019-07,17,WIPRO,125.45,-0.41,-2.49,-1.46,-5.38
2019-07-25,2019-07,18,HCLTECH,503.7,-0.76,-2.3,-1.53,10.89
2019-07-25,2019-07,19,AXISBANK,724.6,0.73,-3.96,-1.64,-8.47
2019-07-25,2019-07,20,BRITANNIA,2669.05,-0.06,-3.28,-1.68,0.78
2019-07-25,2019-07,21,HDFCBANK,572.5,-0.09,-3.49,-1.8,-2.81
2019-07-25,2019-07,22,SBIN,341.45,0.02,-3.64,-1.83,-19.34
2019-07-25,2019-07,23,BHARTIARTL,331.4,-0.86,-2.83,-1.85,2.01
2019-07-25,2019-07,24,INDUSINDBK,1394.1,-0.19,-3.96,-2.09,-2.8
2019-07-25,2019-07,25,RELIANCE,583.05,-1.47,-2.96,-2.22,0.63
2019-07-25,2019-07,26,GRASIM,864.9,-1.07,-3.48,-2.28,-18.35
2019-07-25,2019-07,27,TECHM,599.6,-0.52,-4.47,-2.52,6.0
2019-07-25,2019-07,28,HEROMOTOCO,2236.85,-0.88,-4.22,-2.56,6.85
2019-07-25,2019-07,29,ONGC,130.25,-0.01,-5.15,-2.61,-14.32
2019-07-25,2019-07,30,BAJAJ-AUTO,2484.0,0.11,-5.33,-2.65,8.37
2019-07-25,2019-07,31,TITAN,1088.1,-0.4,-5.18,-2.82,1.78
2019-07-25,2019-07,32,MARUTI,5748.0,-0.57,-5.29,-2.96,6.99
2019-07-25,2019-07,33,LT,1375.0,-0.65,-5.64,-3.18,-2.25
2019-07-25,2019-07,34,BPCL,147.65,-1.67,-5.33,-3.52,3.66
2019-07-25,2019-07,35,ADANIPORTS,380.0,-1.24,-5.99,-3.64,-3.51
2019-07-25,2019-07,36,UPL,582.1,-2.2,-5.11,-3.67,-7.98
2019-07-25,2019-07,37,JSWSTEEL,248.95,-1.99,-5.87,-3.95,-14.84
2019-07-25,2019-07,38,TATASTEEL,39.38,-1.59,-7.03,-4.35,-25.32
2019-07-25,2019-07,39,GAIL,78.96,-1.41,-7.25,-4.37,-4.67
2019-07-25,2019-07,40,M&M,548.0,-0.37,-9.15,-4.86,-3.14
2019-07-25,2019-07,41,YESBANK,87.75,-1.11,-9.19,-5.24,-34.36
2019-07-25,2019-07,42,COALINDIA,195.1,-2.39,-9.07,-5.79,-9.43
2019-07-25,2019-07,43,EICHERMOT,1638.0,-1.23,-10.25,-5.85,0.97
2019-07-25,2019-07,44,TMPV,99.3,-3.33,-8.94,-6.18,-20.64
2019-07-25,2019-07,45,BAJFINANCE,303.5,-3.59,-10.41,-7.06,8.57
2019-07-25,2019-07,46,BAJAJFINSV,677.0,-3.62,-11.53,-7.66,3.35
2019-08-29,2019-08,1,SUNPHARMA,434.0,2.05,3.15,2.6,-4.86
2019-08-29,2019-08,2,BRITANNIA,2690.0,0.52,4.27,2.38,15.24
2019-08-29,2019-08,3,BPCL,153.05,1.62,3.1,2.36,38.32
2019-08-29,2019-08,4,HCLTECH,558.55,0.45,4.06,2.24,-6.1
2019-08-29,2019-08,5,ASIANPAINT,1616.0,1.04,3.4,2.21,9.59
2019-08-29,2019-08,6,TECHM,635.6,0.67,2.74,1.7,3.21
2019-08-29,2019-08,7,INFY,791.2,0.88,2.49,1.68,-2.94
2019-08-29,2019-08,8,NTPC,122.8,1.61,0.84,1.22,-4.93
2019-08-29,2019-08,9,TITAN,1107.5,-0.02,1.58,0.78,16.65
2019-08-29,2019-08,10,EICHERMOT,1653.85,0.94,0.59,0.76,8.24
2019-08-29,2019-08,11,MARUTI,6150.0,-0.12,1.52,0.7,11.46
2019-08-29,2019-08,12,GAIL,75.27,0.7,0.68,0.69,6.95
2019-08-29,2019-08,13,BAJAJ-AUTO,2692.0,-0.4,1.73,0.66,7.6
2019-08-29,2019-08,14,HINDUNILVR,1836.0,0.12,0.88,0.5,10.95
2019-08-29,2019-08,15,TCS,2232.0,-0.18,1.02,0.42,-6.38
2019-08-29,2019-08,16,UPL,535.65,0.25,0.36,0.3,4.37
2019-08-29,2019-08,17,POWERGRID,112.15,0.12,0.36,0.24,-3.43
2019-08-29,2019-08,18,ADANIPORTS,366.65,0.14,-0.27,-0.07,14.09
2019-08-29,2019-08,19,BAJFINANCE,329.5,-0.45,0.09,-0.18,21.4
2019-08-29,2019-08,20,LT,1344.0,-0.03,-0.53,-0.28,10.72
2019-08-29,2019-08,21,DRREDDY,505.55,0.17,-0.76,-0.3,9.58
2019-08-29,2019-08,22,HINDALCO,179.25,0.56,-1.47,-0.46,9.18
2019-08-29,2019-08,23,HDFCBANK,556.4,-0.59,-0.65,-0.62,11.97
2019-08-29,2019-08,24,RELIANCE,586.7,-1.11,-0.26,-0.69,4.31
2019-08-29,2019-08,25,HEROMOTOCO,2390.05,-0.83,-0.81,-0.82,8.12
2019-08-29,2019-08,26,ICICIBANK,406.3,-0.31,-1.62,-0.97,11.17
2019-08-29,2019-08,27,IOC,64.68,1.16,-3.58,-1.24,22.33
2019-08-29,2019-08,28,ULTRACEMCO,3993.0,-0.59,-1.91,-1.25,7.79
2019-08-29,2019-08,29,INDUSINDBK,1355.0,-0.52,-2.21,-1.37,14.02
2019-08-29,2019-08,30,BAJAJFINSV,699.7,-0.26,-2.51,-1.39,21.28
2019-08-29,2019-08,31,BHARTIARTL,338.05,-0.33,-2.51,-1.43,-0.35
2019-08-29,2019-08,32,M&M,530.8,-1.02,-2.04,-1.53,6.44
2019-08-29,2019-08,33,WIPRO,118.7,-0.32,-2.76,-1.55,-4.51
2019-08-29,2019-08,34,COALINDIA,176.7,0.92,-4.01,-1.58,6.96
2019-08-29,2019-08,35,ONGC,111.6,0.79,-3.9,-1.58,10.62
2019-08-29,2019-08,36,JSWSTEEL,212.0,1.41,-5.0,-1.85,11.11
2019-08-29,2019-08,37,AXISBANK,663.2,-1.31,-2.55,-1.93,5.47
2019-08-29,2019-08,38,KOTAKBANK,290.2,-1.37,-2.71,-2.04,12.34
2019-08-29,2019-08,39,VEDL,54.95,0.67,-4.98,-2.2,27.02
2019-08-29,2019-08,40,CIPLA,463.75,-0.16,-4.26,-2.23,-5.88
