cycle_id,symbol,start,end,status,n_puts,n_calls,assigned,called_away,premium,option_pnl,stock_pnl,costs,max_margin_lev,max_margin_unlev,put_strike,assign_fsp,assign_date,first_call_spot,min_spot_while_held,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,cash_settled,stopped_out,stop_level,max_uncovered_at_call,residual_after_call_away,n_call_topups,option_pnl_t,stock_pnl_t,costs_t,total_pnl,sector,duration_days,assignment_gap_pct,drawdown_while_held_pct
14,BHARTIARTL,2020-05-04,2020-05-28,put_expired_otm,1,0,False,False,57570.5424,57570.5424,0.0,86.41982445603199,906897.45,1813794.9,490.0,0.0,,,,0,0,0,0,False,False,452.625,0,0,0,57570.5424,0.0,86.41982445603199,57484.12257554397,Telecommunication,24,,
15,HEROMOTOCO,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,60917.99999999999,60917.99999999999,0.0,90.03656161999999,899420.0,1798840.0,2250.0,0.0,,,,0,0,0,0,False,False,1977.355,0,0,0,60917.99999999999,0.0,90.03656161999999,60827.96343837999,Automobile,24,,
16,ADANIPORTS,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,22669.0,22669.0,0.0,48.322584709999994,774750.0,1549500.0,310.0,0.0,,,,0,0,0,0,False,False,279.9475,0,0,0,22669.0,0.0,48.322584709999994,22620.67741529,Services,24,,
17,MARUTI,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,30142.14,30142.14,0.0,56.4727164626,794707.5,1589415.0,5300.0,0.0,,,,0,0,0,0,False,False,4924.56,0,0,0,30142.14,0.0,56.4727164626,30085.6672835374,Automobile,24,,
18,ULTRACEMCO,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,40053.0,40053.0,0.0,67.28140127,739030.0,1478060.0,3700.0,0.0,,,,0,0,0,0,False,False,3243.345,0,0,0,40053.0,0.0,67.28140127,39985.71859873,Construction Materials,24,,
19,BRITANNIA,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,28080.0,28080.0,0.0,54.2237672,959385.0,1918770.0,3200.0,0.0,,,,0,0,0,0,False,False,2919.6225,0,0,0,28080.0,0.0,54.2237672,28025.7762328,FMCG,24,,
20,HCLTECH,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,18700.64,18700.64,0.0,43.9947309776,727440.0,1454880.0,520.0,0.0,,,,0,0,0,0,False,False,475.78749999999997,0,0,0,18700.64,0.0,43.9947309776,18656.6452690224,Information Technology,24,,
21,TATAMOTORS,2020-06-01,2020-06-25,put_expired_otm,1,0,False,False,81700.0,81700.0,0.0,112.701203,885800.0,1771600.0,82.5,0.0,,,,0,0,0,0,False,False,76.11749999999999,0,0,0,81700.0,0.0,112.701203,81587.298797,Automobile,24,,
22,BAJFINANCE,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,104958.75,104958.75,0.0,138.0669631625,712387.5,1424775.0,2850.0,0.0,,,,0,0,0,0,False,False,2467.975,0,0,0,104958.75,0.0,138.0669631625,104820.6830368375,Financial Services,34,,
23,RELIANCE,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,40030.138,40030.138,0.0,67.25646820141999,828124.25,1656248.5,1640.0,0.0,,,,0,0,0,0,False,False,1480.4025000000001,0,0,0,40030.138,0.0,67.25646820141999,39962.88153179858,Oil Gas & Consumable Fuels,34,,
24,HDFCBANK,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,39092.625,39092.625,0.0,66.23402589874999,808293.75,1616587.5,980.0,0.0,,,,0,0,0,0,False,False,897.9825,0,0,0,39092.625,0.0,66.23402589874999,39026.39097410125,Financial Services,34,,
25,M&M,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,68181.54,68181.54,0.0,97.9581057086,1007895.0,2015790.0,480.0,0.0,,,,0,0,0,0,False,False,426.19,0,0,0,68181.54,0.0,97.9581057086,68083.58189429139,Automobile,34,,
26,POWERGRID,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,42600.0,42600.0,0.0,70.05913399999999,1019400.0,2038800.0,170.0,0.0,,,,0,0,0,0,False,False,152.32,0,0,0,42600.0,0.0,70.05913399999999,42529.940866,Power,34,,
27,HINDUNILVR,2020-06-26,2020-07-30,put_expired_otm,1,0,False,False,33432.75,33432.75,0.0,60.0614228225,926932.5,1853865.0,2060.0,0.0,,,,0,0,0,0,False,False,1831.0699999999997,0,0,0,33432.75,0.0,60.0614228225,33372.6885771775,FMCG,34,,
28,DRREDDY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,19792.5,19792.5,0.0,45.185502575,537293.75,1074587.5,4300.0,0.0,,,,0,0,0,0,False,False,3842.8925,0,0,0,19792.5,0.0,45.185502575,19747.314497425,Healthcare,27,,
29,WIPRO,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,43367.68,43367.68,0.0,70.8963581312,860800.0,1721600.0,270.0,0.0,,,,0,0,0,0,False,False,238.80749999999998,0,0,0,43367.68,0.0,70.8963581312,43296.7836418688,Information Technology,27,,
30,INFY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,19422.0,19422.0,0.0,44.78143898,551700.0,1103400.0,920.0,0.0,,,,0,0,0,0,False,False,821.1,0,0,0,19422.0,0.0,44.78143898,19377.21856102,Information Technology,27,,
31,SUNPHARMA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,31326.96,31326.96,0.0,57.7648693064,1007685.0,2015370.0,480.0,0.0,,,,0,0,0,0,False,False,451.94500000000005,0,0,0,31326.96,0.0,57.7648693064,31269.1951306936,Healthcare,27,,
32,RELIANCE,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,67209.238,67209.238,0.0,96.89772287042,1019797.0,2039594.0,2020.0,0.0,,,,0,0,0,0,False,False,1757.0349999999999,0,0,0,67209.238,0.0,96.89772287042,67112.34027712958,Oil Gas & Consumable Fuels,27,,
33,CIPLA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,25096.5,25096.5,0.0,50.969991934999996,844935.0,1689870.0,650.0,0.0,,,,0,0,0,0,False,False,612.1274999999999,0,0,0,25096.5,0.0,50.969991934999996,25045.530008065,Healthcare,27,,
34,MARUTI,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,49257.0,49257.0,0.0,77.31919163,899955.0,1799910.0,6000.0,0.0,,,,0,0,0,0,False,False,5323.3375,0,0,0,49257.0,0.0,77.31919163,49179.68080837,Automobile,27,,
35,TATAMOTORS,2020-09-01,2020-11-26,completed,1,2,True,True,202293.0,-350037.00000000006,580830.0,14442.69787537,801989.9999999999,1603979.9999999998,135.0,122.8,2020-09-24,131.7,126.95,11400,0,11400,0,False,False,122.23,0,0,0,-350037.00000000006,580830.0,14442.69787537,216350.30212462996,Automobile,86,-0.09037037037037043,0.033794788273615595
36,INDUSINDBK,2020-09-01,2020-09-23,stop_loss,1,0,False,False,86268.16,-142019.84000000003,0.0,282.9564425344,942320.0,1884640.0,600.0,0.0,,,,0,0,0,0,False,True,533.3325,0,0,0,-142019.84000000003,0.0,282.9564425344,-142302.79644253443,Financial Services,22,,
37,SBIN,2020-09-01,2020-09-23,stop_loss,1,0,False,False,27900.0,-118777.5,0.0,168.65405072500002,885600.0,1771200.0,200.0,0.0,,,,0,0,0,0,False,True,185.385,0,0,0,-118777.5,0.0,168.65405072500002,-118946.154050725,Financial Services,22,,
38,AXISBANK,2020-09-01,2020-09-22,stop_loss,1,0,False,False,57213.0,-155331.0,0.0,241.49860662999998,816660.0,1633320.0,470.0,0.0,,,,0,0,0,0,False,True,412.84499999999997,0,0,0,-155331.0,0.0,241.49860662999998,-155572.49860663,Financial Services,21,,
39,ASIANPAINT,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,12518.999999999998,12518.999999999998,0.0,37.253096209999995,1079700.0,2159400.0,1800.0,0.0,,,,0,0,0,0,False,False,1682.405,0,0,0,12518.999999999998,0.0,37.253096209999995,12481.746903789997,Consumer Durables,23,,
40,M&M,2020-09-01,2020-11-26,completed,1,2,True,True,165028.36,-180491.63999999996,429519.99999999994,14983.8899211324,879690.0,1759380.0,580.0,575.1,2020-09-24,592.3,591.95,2800,0,2800,0,False,False,516.4174999999999,0,0,0,-180491.63999999996,429519.99999999994,14983.8899211324,234044.47007886763,Automobile,86,-0.008448275862068977,0.029299252303947254
41,MARUTI,2020-09-01,2020-10-29,completed,1,1,True,True,110477.22000000002,-135522.78,246000.0,16614.910184259803,976657.5,1953315.0,6500.0,6297.7,2020-09-24,6497.7,6497.7,300,0,300,0,False,False,5869.8025,0,0,0,-135522.78,246000.0,16614.910184259803,93862.3098157402,Automobile,58,-0.03112307692307692,0.03175762579989527
42,BAJFINANCE,2020-09-01,2020-10-29,completed,1,1,True,True,72223.15,-103351.85000000005,175575.00000000006,13583.8752099085,825587.5,1651175.0,3300.0,3028.9,2020-09-24,3138.95,3138.95,500,0,500,0,False,False,3097.2725,0,0,0,-103351.85000000005,175575.00000000006,13583.8752099085,58639.274790091506,Financial Services,58,-0.08215151515151509,0.03633332232823783
43,ICICIBANK,2020-09-01,2020-10-29,completed,1,1,True,True,88481.79999999999,-264618.19999999995,353099.99999999994,17192.863191762,1019287.5,2038575.0,370.0,335.7,2020-09-24,348.65,348.65,5500,0,5500,0,False,False,332.3075,0,0,0,-264618.19999999995,353099.99999999994,17192.863191762,71288.93680823798,Financial Services,58,-0.09270270270270276,0.038576109621685895
44,KOTAKBANK,2020-09-01,2020-10-29,completed,1,1,True,True,64272.16,-455407.8400000003,519680.0000000003,18853.8704645744,1079080.0,2158160.0,1340.0,1246.1,2020-09-24,1253.05,1253.05,1600,0,1600,0,False,False,1216.0525,0,0,0,-455407.8400000003,519680.0000000003,18853.8704645744,45418.2895354256,Financial Services,58,-0.07007462686567167,0.005577401492657064
45,EICHERMOT,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,46683.0,46683.0,0.0,74.51201296999999,1048766.25,2097532.5,2000.0,0.0,,,,0,0,0,0,False,False,1811.435,0,0,0,46683.0,0.0,74.51201296999999,46608.48798703,Automobile,23,,
46,SUNPHARMA,2020-09-01,2020-11-26,completed,1,2,True,True,162981.0,54201.00000000011,108779.9999999999,17193.27066139,1039080.0,2078160.0,490.0,485.8,2020-09-24,489.65,456.35,4200,0,4200,0,False,False,443.2325,0,0,0,54201.00000000011,108779.9999999999,17193.27066139,145787.72933861002,Healthcare,86,-0.008571428571428563,-0.060621655002058406
47,TITAN,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,14186.25,14186.25,0.0,39.071382387499995,779812.5,1559625.0,1040.0,0.0,,,,0,0,0,0,False,False,952.0424999999999,0,0,0,14186.25,0.0,39.071382387499995,14147.1786176125,Consumer Durables,23,,
48,DRREDDY,2020-09-28,2020-10-29,put_expired_otm,1,0,False,False,34003.125,34003.125,0.0,60.683468093749994,609206.25,1218412.5,4900.0,0.0,,,,0,0,0,0,False,False,4360.3725,0,0,0,34003.125,0.0,60.683468093749994,33942.44153190625,Healthcare,31,,
49,KOTAKBANK,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,33345.0,33345.0,0.0,59.96572355,887880.0,1775760.0,1480.0,0.0,,,,0,0,0,0,False,False,1343.595,0,0,0,33345.0,0.0,59.96572355,33285.03427645,Financial Services,24,,
50,ASIANPAINT,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,27641.25,27641.25,0.0,53.7452708375,944415.0,1888830.0,2100.0,0.0,,,,0,0,0,0,False,False,1846.9225,0,0,0,27641.25,0.0,53.7452708375,27587.5047291625,Consumer Durables,24,,
51,BHARTIARTL,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,16603.47,16603.47,0.0,41.70757834730001,758724.9,1517449.8,410.0,0.0,,,,0,0,0,0,False,False,388.78999999999996,0,0,0,16603.47,0.0,41.70757834730001,16561.7624216527,Telecommunication,24,,
52,BAJFINANCE,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,64739.99999999999,64739.99999999999,0.0,94.2047966,1149937.5,2299875.0,4600.0,0.0,,,,0,0,0,0,False,False,4172.4800000000005,0,0,0,64739.99999999999,0.0,94.2047966,64645.79520339999,Financial Services,34,,
53,JSWSTEEL,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,57915.0,57915.0,0.0,86.76151985,917865.0,1835730.0,340.0,0.0,,,,0,0,0,0,False,False,297.66999999999996,0,0,0,57915.0,0.0,86.76151985,57828.23848015,Metals & Mining,34,,
54,ADANIPORTS,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,50212.5,50212.5,0.0,78.361250375,974875.0,1949750.0,390.0,0.0,,,,0,0,0,0,False,False,349.8175,0,0,0,50212.5,0.0,78.361250375,50134.138749625,Services,34,,
55,INDUSINDBK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,71370.0,71370.0,0.0,101.4354083,959880.0,1919760.0,800.0,0.0,,,,0,0,0,0,False,False,729.0024999999999,0,0,0,71370.0,0.0,101.4354083,71268.5645917,Financial Services,34,,
56,KOTAKBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,47209.44,47209.44,0.0,75.08614316959999,1079940.0,2159880.0,1800.0,0.0,,,,0,0,0,0,False,False,1621.0349999999999,0,0,0,47209.44,0.0,75.08614316959999,47134.3538568304,Financial Services,34,,
57,SBIN,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,65812.5,65812.5,0.0,95.374454375,1057275.0,2114550.0,235.0,0.0,,,,0,0,0,0,False,False,207.61249999999998,0,0,0,65812.5,0.0,95.374454375,65717.125545625,Financial Services,34,,
58,HDFCBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,25981.23,25981.23,0.0,51.934869625699996,1121876.25,2243752.5,1360.0,0.0,,,,0,0,0,0,False,False,1224.7224999999999,0,0,0,25981.23,0.0,51.934869625699996,25929.2951303743,Financial Services,34,,
59,ITC,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,24480.0,24480.0,0.0,50.2976432,887760.0,1775520.0,185.0,0.0,,,,0,0,0,0,False,False,164.6025,0,0,0,24480.0,0.0,50.2976432,24429.7023568,FMCG,34,,
60,AXISBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,62478.0,62478.0,0.0,91.73788202,1043820.0,2087640.0,580.0,0.0,,,,0,0,0,0,False,False,511.36,0,0,0,62478.0,0.0,91.73788202,62386.26211798,Financial Services,34,,
61,DIVISLAB,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,37674.0,37674.0,0.0,64.68688766000001,1019835.0,2039670.0,3400.0,0.0,,,,0,0,0,0,False,False,3064.335,0,0,0,37674.0,0.0,64.68688766000001,37609.31311234,Healthcare,34,,
62,ASIANPAINT,2021-01-01,2021-05-27,completed,1,4,True,True,145401.78,-257483.2200000001,456885.00000000006,20551.751050165003,1218420.0,2436840.0,2640.0,2441.7,2021-01-28,2453.65,2277.2,900,0,900,0,False,False,2359.2175,300,0,1,-257483.2200000001,456885.00000000006,20551.751050165003,178850.02894983496,Consumer Durables,146,-0.07511363636363644,-0.06737109390998075
63,TITAN,2021-01-01,2021-04-29,completed,1,3,True,True,213744.3,128694.29999999993,85050.00000000007,18507.198480357,1120987.5,2241975.0,1500.0,1450.1,2021-01-28,1420.3,1405.25,1500,0,1500,0,False,False,1324.81,0,0,0,128694.29999999993,85050.00000000007,18507.198480357,195237.101519643,Consumer Durables,118,-0.03326666666666678,-0.03092890145507199
64,HCLTECH,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,42383.25,42383.25,0.0,71.3231156675,944632.5,1889265.0,900.0,0.0,,,,0,0,0,0,False,False,807.925,0,0,0,42383.25,0.0,71.3231156675,42311.9268843325,Information Technology,27,,
65,TATASTEEL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,43260.920000000006,43260.920000000006,0.0,72.3113633108,1035555.0,2071110.0,610.0,0.0,,,,0,0,0,0,False,False,546.635,0,0,0,43260.920000000006,0.0,72.3113633108,43188.608636689205,Metals & Mining,27,,
66,INFY,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,42558.84,42558.84,0.0,71.52082825160001,1079820.0,2159640.0,1200.0,0.0,,,,0,0,0,0,False,False,1071.3825,0,0,0,42558.84,0.0,71.52082825160001,42487.31917174839,Information Technology,27,,
67,ICICIBANK,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,41023.125,41023.125,0.0,69.79162851874999,1050637.5,2101275.0,510.0,0.0,,,,0,0,0,0,False,False,448.375,0,0,0,41023.125,0.0,69.79162851874999,40953.33337148125,Financial Services,27,,
68,BAJFINANCE,2021-01-01,2021-02-25,completed,1,1,True,True,60974.075,-118950.92499999994,179924.99999999994,10718.57499133425,625756.25,1251512.5,5000.0,4810.25,2021-01-28,4734.55,4734.55,250,0,250,0,False,False,4488.1275,0,0,0,-118950.92499999994,179924.99999999994,10718.57499133425,50255.50000866574,Financial Services,55,-0.03795000000000004,-0.015737227794813125
69,WIPRO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,46800.0,46800.0,0.0,76.296332,1183840.0,2367680.0,370.0,0.0,,,,0,0,0,0,False,False,329.885,0,0,0,46800.0,0.0,76.296332,46723.703668,Information Technology,27,,
70,TECHM,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,36036.0,36036.0,0.0,64.17617564,1103520.0,2207040.0,920.0,0.0,,,,0,0,0,0,False,False,831.2575,0,0,0,36036.0,0.0,64.17617564,35971.82382436,Information Technology,27,,
71,LT,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,26741.8125,26741.8125,0.0,53.71101345687501,1051775.625,2103551.25,1220.0,0.0,,,,0,0,0,0,False,False,1102.45,0,0,0,26741.8125,0.0,53.71101345687501,26688.101486543124,Capital Goods,27,,
72,SUNPHARMA,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,44021.04,44021.04,0.0,73.16725082960001,1173690.0,2347380.0,560.0,0.0,,,,0,0,0,0,False,False,506.8125,0,0,0,44021.04,0.0,73.16725082960001,43947.8727491704,Healthcare,27,,
73,ULTRACEMCO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,32252.999999999996,32252.999999999996,0.0,59.91655547,999740.0,1999480.0,5000.0,0.0,,,,0,0,0,0,False,False,4497.18,0,0,0,32252.999999999996,0.0,59.91655547,32193.083444529995,Construction Materials,27,,
74,SBILIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,36525.825,36525.825,0.0,64.72771369175,965475.0,1930950.0,860.0,0.0,,,,0,0,0,0,False,False,761.0899999999999,0,0,0,36525.825,0.0,64.72771369175,36461.09728630825,Financial Services,27,,
75,UPL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,46137.0,46137.0,0.0,75.54980063,1143610.0,2287220.0,440.0,0.0,,,,0,0,0,0,False,False,398.905,0,0,0,46137.0,0.0,75.54980063,46061.45019937,Chemicals,27,,
76,HDFCLIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,29118.54,29118.54,0.0,56.3871848546,1055835.0,2111670.0,640.0,0.0,,,,0,0,0,0,False,False,576.64,0,0,0,29118.54,0.0,56.3871848546,29062.1528151454,Financial Services,27,,
77,TATAMOTORS,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,65022.18000000001,65022.18000000001,0.0,96.8143244582,996930.0,1993860.0,175.0,0.0,,,,0,0,0,0,False,False,158.525,0,0,0,65022.18000000001,0.0,96.8143244582,64925.365675541805,Automobile,27,,
78,BAJAJ-AUTO,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,20036.25,20036.25,0.0,46.160617137500005,949475.0,1898950.0,3800.0,0.0,,,,0,0,0,0,False,False,3497.495,0,0,0,20036.25,0.0,46.160617137500005,19990.0893828625,Automobile,24,,
79,TATAMOTORS,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,45293.340000000004,45293.340000000004,0.0,74.5998479066,712357.5,1424715.0,250.0,0.0,,,,0,0,0,0,False,False,237.66000000000003,0,0,0,45293.340000000004,0.0,74.5998479066,45218.74015209341,Automobile,24,,
80,GRASIM,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,18525.0,18525.0,0.0,44.45896475,949905.0,1899810.0,1000.0,0.0,,,,0,0,0,0,False,False,956.8025,0,0,0,18525.0,0.0,44.45896475,18480.54103525,Construction Materials,24,,
81,UPL,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,96393.57,96393.57,0.0,132.13819588430002,1032525.0,2065050.0,530.0,0.0,,,,0,0,0,0,False,False,453.985,0,0,0,96393.57,0.0,132.13819588430002,96261.43180411571,Chemicals,24,,
82,AXISBANK,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,19129.68,19129.68,0.0,45.139828383200005,1133910.0,2267820.0,630.0,0.0,,,,0,0,0,0,False,False,602.9475,0,0,0,19129.68,0.0,45.139828383200005,19084.5401716168,Financial Services,24,,
83,HEROMOTOCO,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,46478.280000000006,46478.280000000006,0.0,75.9340784972,929835.0,1859670.0,3100.0,0.0,,,,0,0,0,0,False,False,2839.5525,0,0,0,46478.280000000006,0.0,75.9340784972,46402.345921502805,Automobile,24,,
84,COALINDIA,2021-03-01,2021-05-27,completed,1,2,True,True,146496.0,-171864.0000000003,276360.0000000003,19835.35018504,1194480.0,2388960.0,145.0,128.1,2021-03-25,132.95,124.5,16800,0,16800,0,False,False,131.1975,0,0,0,-171864.0000000003,276360.0000000003,19835.35018504,84660.64981496002,Oil Gas & Consumable Fuels,87,-0.11655172413793102,-0.02810304449648704
85,ADANIPORTS,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,39122.0,39122.0,0.0,67.65098078,799625.0,1599250.0,640.0,0.0,,,,0,0,0,0,False,False,588.9649999999999,0,0,0,39122.0,0.0,67.65098078,39054.34901922,Services,24,,
86,ONGC,2021-03-01,2021-06-24,completed,1,3,True,True,296835.0,123585.0,462000.0,21525.315592950003,1361745.0,2723490.0,105.0,102.0,2021-03-25,104.35,98.05,23100,0,23100,0,False,False,99.49249999999999,0,0,0,123585.0,462000.0,21525.315592950003,564059.68440705,Oil Gas & Consumable Fuels,115,-0.02857142857142858,-0.038725490196078405
87,BPCL,2021-03-01,2021-05-27,completed,1,2,True,True,188486.99999999997,-48573.00000000019,264060.0000000002,19802.1966950368,1180980.0,2361960.0,430.0,418.95,2021-03-25,424.2,403.95,5400,0,5400,0,False,False,386.9625,0,0,0,-48573.00000000019,264060.0000000002,19802.1966950368,195684.8033049632,Oil Gas & Consumable Fuels,87,-0.02569767441860471,-0.03580379520229149
88,UPL,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,37074.18,37074.18,0.0,65.3451559382,1033012.5,2066025.0,530.0,0.0,,,,0,0,0,0,False,False,502.01,0,0,0,37074.18,0.0,65.3451559382,37008.8348440618,Chemicals,24,,
