date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,strike,lots,per_share,a,b,share_multiplier,position,cancelled_orders,action,pnl,spot,stop_level,entry_spot
2022-11-04,ONGC,covered_call_topup,"added 3850, covered 7700, uncovered 0",7700.0,,,,165.0,1.0,,,,,,,,,,,
2022-11-21,ONGC,corporate_action_value_adjustment,,,,,,,,,1.0,-6.75,1.0,,,,,,,
2022-11-24,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,7700.0,,,,,,,,,,,,,,,,
2022-11-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,7.0,,,,,,,,,,,,,
2022-11-25,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,7700.0,,,,,,,,,,,,,,,,
2022-11-28,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-11-29,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-11-30,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-12-01,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-12-02,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-12-06,ONGC,covered_call_leftover_shares,"covered 3850, uncovered 3850",7700.0,,,,158.25,1.0,,,,,,,,,,,
2022-12-07,ONGC,covered_call_fill_failed,participation_or_margin,,,,,158.25,1.0,,,,,,,,,,,
2022-12-13,ONGC,covered_call_topup,"added 3850, covered 7700, uncovered 0",7700.0,,,,158.25,1.0,,,,,,,,,,,
2022-12-29,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2022-12-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,10.0,,,,,,,,,,,,,
2022-12-30,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1580.0,1.0,,,,,,,,,,,
2022-12-30,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2023-01-19,HCLTECH,dividend,,700.0,,,,,,10.0,,,,,,,,,,
2023-01-25,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-01-25,ONGC,covered_call_not_available,calls_skipped_distance_cap,7700.0,,,,,,,,,,,,,,,,
2023-01-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,11.0,,,,,,,,,,,,,
2023-01-27,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1600.0,1.0,,,,,,,,,,,
2023-01-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-01-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,
2023-01-30,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-01-31,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-01,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-02,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-03,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-06,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-07,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-02-08,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-09,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-10,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-13,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-14,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-15,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-16,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-17,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-20,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-21,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-22,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-23,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-23,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,125.0,,,,,,,,,,,,,,,,
2023-02-23,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-02-23,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,10.0,,,,,,,,,,,,,
2023-02-24,APOLLOHOSP,dividend,,250.0,,,,,,6.0,,,,,,,,,,
2023-02-24,ONGC,corporate_action_value_adjustment,,,,,,,,,1.0,-4.0,1.0,,,,,,,
2023-02-24,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1600.0,1.0,,,,,,,,,,,
2023-02-24,ONGC,covered_call_fill_failed,adjusted_by_corporate_action,,,,,,2.0,,,,,,,,,,,
2023-02-24,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-24,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-02-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,
2023-02-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-02-27,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-02-28,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-02-28,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-01,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-01,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-02,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-02,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-03,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-03,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-06,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-06,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-08,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-08,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-09,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-09,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-10,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-10,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-13,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-13,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-14,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-14,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-15,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-15,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-16,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-16,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-17,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-17,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-20,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-20,HDFCLIFE,covered_call_not_available,calls_skipped_no_eligible_strike,1100.0,,,,,,,,,,,,,,,,
2023-03-21,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-21,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-22,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-22,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-23,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-23,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-24,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-24,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,500.0,,,,,,,,,,,,,,,,
2023-03-27,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-28,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-28,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-29,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-29,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-03-29,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-03-29,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-29,MARUTI,covered_call_not_available,calls_skipped_distance_cap,100.0,,,,,,,,,,,,,,,,
2023-03-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,8.0,,,,,,,,,,,,,
2023-03-31,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1560.0,1.0,,,,,,,,,,,
2023-03-31,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-03-31,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-03-31,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-03-31,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-03-31,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,
2023-04-03,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-03,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-03,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-03,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-05,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-05,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-05,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-05,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-06,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-06,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-06,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-06,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-10,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-10,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-10,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-10,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-11,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-11,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-11,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-11,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-12,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-12,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-12,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-12,HDFCLIFE,covered_call_not_available,calls_skipped_distance_cap,1100.0,,,,,,,,,,,,,,,,
2023-04-13,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-13,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-13,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-17,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-17,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-17,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-18,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-18,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-18,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-19,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-19,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-19,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-20,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-20,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-20,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-21,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-21,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-21,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-24,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-24,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,125.0,,,,,,,,,,,,,,,,
2023-04-24,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-25,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,500.0,,,,,,,,,,,,,,,,
2023-04-25,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,125.0,,,,,,,,,,,,,,,,
2023-04-25,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-26,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,125.0,,,,,,,,,,,,,,,,
2023-04-26,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-27,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-27,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-04-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,7.0,,,,,,,,,,,,,
2023-04-28,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-04-28,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-02,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-02,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-03,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-03,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-04,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-04,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-05,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-05,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-08,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-08,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-09,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-09,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-10,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-10,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-11,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-11,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-12,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-15,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-16,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-17,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-18,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-19,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-22,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-23,INFY,covered_call_not_available,calls_skipped_distance_cap,600.0,,,,,,,,,,,,,,,,
2023-05-25,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1560.0,1.0,,,,,,,,,,,
2023-05-25,APOLLOHOSP,covered_call_not_available,calls_skipped_distance_cap,250.0,,,,,,,,,,,,,,,,
2023-05-25,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,125.0,,,,,,,,,,,,,,,,
2023-05-25,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-25,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-05-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,
2023-05-26,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-26,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-05-26,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,
2023-05-29,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,
2023-05-30,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-05-31,SBIN,dividend,,1500.0,,,,,,11.3,,,,,,,,,,
2023-05-31,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-01,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-02,INFY,dividend,,600.0,,,,,,17.5,,,,,,,,,,
2023-06-02,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-05,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-06,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-07,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-08,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-09,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-12,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-13,CIPLA,covered_call_not_available,calls_skipped_no_eligible_strike,650.0,,,,,,,,,,,,,,,,
2023-06-16,HDFCLIFE,dividend,,1100.0,,,,,,1.9,,,,,,,,,,
2023-06-28,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-06-28,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-06-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,
2023-06-30,BAJAJFINSV,dividend,,500.0,,,,,,0.8,,,,,,,,,,
2023-06-30,BAJFINANCE,dividend,,125.0,,,,,,30.0,,,,,,,,,,
2023-06-30,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-06-30,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,
2023-07-03,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-04,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-05,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-06,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-07,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-10,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-11,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-12,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-13,INFY,covered_call_not_available,calls_skipped_no_eligible_strike,600.0,,,,,,,,,,,,,,,,
2023-07-17,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1560.0,1.0,,,,,,,,,,,
2023-07-21,CIPLA,dividend,,650.0,,,,,,8.5,,,,,,,,,,
2023-07-27,UPL,covered_call_not_available,calls_skipped_no_eligible_strike,1300.0,,,,,,,,,,,,,,,,
2023-07-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,
2023-07-28,INFY,covered_call_leftover_shares,"covered 400, uncovered 200",600.0,,,,1560.0,1.0,,,,,,,,,,,
2023-07-28,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-07-31,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-08-01,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-08-02,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-08-03,UPL,dividend,,1300.0,,,,,,10.0,,,,,,,,,,
2023-08-03,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
2023-08-04,UPL,covered_call_not_available,calls_skipped_distance_cap,1300.0,,,,,,,,,,,,,,,,
